claw_length_cm,size_cm,tail_length_cm,species
6.999,48.47,5.039,three_toed
7.101,48.919,3.346,three_toed
6.154,51.685,5.081,three_toed
7.083,47.994,3.782,three_toed
6.897,49.493,4.563,three_toed
8.118,49.647,6.218,three_toed
6.845,51.29,4.836,three_toed
9.486,48.976,3.701,three_toed
8.233,49.997,4.263,three_toed
6.672,48.634,4.721,three_toed
6.703,50.432,4.612,three_toed
8.139,49.823,6.927,three_toed
5.344,50.606,5.22,three_toed
6.426,49.944,3.981,three_toed
7.812,51.094,4.807,three_toed
7.769,48.069,4.58,three_toed
8.308,50.34,5.225,three_toed
8.189,61.365,6.729,three_toed
6.113,62.381,7.252,three_toed
7.013,60.996,6.93,three_toed
6.633,61.702,6.446,three_toed
8.01,60.331,4.945,three_toed
8.018,61.176,5.009,three_toed
5.98,60.752,6.43,three_toed
8.637,61.211,6.539,three_toed
9.423,61.611,5.933,three_toed
8.662,61.069,4.946,three_toed
6.125,61.638,4.966,three_toed
7.645,59.36,6.635,three_toed
10.023,59.689,5.182,three_toed
6.877,59.572,6.861,three_toed
7.447,60.583,5.835,three_toed
7.5,61.876,6.949,three_toed
8.458,62.51,5.256,three_toed
6.885,60.444,6.948,three_toed
8.034,61.75,5.863,three_toed
7.49,60.432,6.665,three_toed
7.938,59.429,6.628,three_toed
6.116,61.582,7.788,three_toed
9.685,59.15,4.832,three_toed
8.571,60.813,6.375,three_toed
6.013,61.219,5.981,three_toed
8.427,62.814,4.912,three_toed
8.682,60.012,6.018,three_toed
8.018,62.722,5.531,three_toed
7.122,61.57,1.313,three_toed
6.839,61.29,6.061,three_toed
5.77,60.927,4.125,three_toed
8.23,60.594,7.202,three_toed
8.572,61.307,4.021,three_toed
8.056,60.719,5.905,three_toed
6.192,60.005,4.774,three_toed
5.59,60.104,6.775,three_toed
7.208,59.779,5.696,three_toed
7.717,62.033,7.432,three_toed
7.727,61.984,5.528,three_toed
7.239,60.283,6.191,three_toed
7.888,59.034,7.572,three_toed
7.533,61.432,6.398,three_toed
7.692,61.046,4.924,three_toed
5.852,61.221,4.771,three_toed
6.842,61.499,5.538,three_toed
6.975,61.739,4.256,three_toed
6.966,58.512,4.777,three_toed
7.267,62.138,5.105,three_toed
7.436,63.293,6.113,three_toed
8.865,60.05,3.288,three_toed
8.07,61.298,4.637,three_toed
8.905,60.206,5.407,three_toed
9.475,60.2,5.667,three_toed
6.195,60.326,4.87,three_toed
9.117,60.457,5.859,three_toed
7.58,60.787,7.188,three_toed
7.723,61.838,6.524,three_toed
9.592,61.422,6.884,three_toed
6.894,59.579,5.983,three_toed
8.648,60.819,5.414,three_toed
7.953,61.599,7.651,three_toed
9.073,59.734,6.803,three_toed
6.193,61.484,4.479,three_toed
8.826,60.695,6.104,three_toed
7.049,61.488,5.114,three_toed
7.177,62.062,6.293,three_toed
8.221,60.003,5.043,three_toed
7.115,61.534,5.524,three_toed
6.756,60.116,7.062,three_toed
9.508,61.311,4.706,three_toed
7.654,62.156,5.139,three_toed
6.445,59.01,5.657,three_toed
7.919,61.675,7.531,three_toed
7.99,62.633,6.256,three_toed
7.628,61.505,6.324,three_toed
7.813,60.42,3.494,three_toed
5.349,60.89,5.784,three_toed
6.378,60.59,6.612,three_toed
6.512,60.191,5.309,three_toed
6.657,61.081,4.807,three_toed
7.642,58.95,6.216,three_toed
8.564,60.275,6.282,three_toed
6.76,61.322,5.396,three_toed
5.679,59.091,6.023,three_toed
5.777,62.247,5.856,three_toed
7.137,61.271,5.471,three_toed
7.89,62.607,4.396,three_toed
8.358,60.864,7.294,three_toed
5.454,62.505,5.677,three_toed
7.306,59.409,6.149,three_toed
5.965,60.749,5.303,three_toed
7.185,61.044,6.184,three_toed
6.947,60.861,6.752,three_toed
7.903,61.928,5.491,three_toed
8.095,60.866,4.439,three_toed
8.422,58.517,5.187,three_toed
7.544,61.554,6.254,three_toed
7.573,60.712,5.609,three_toed
6.244,61.092,5.883,three_toed
8.882,60.649,5.962,three_toed
7.202,60.342,5.971,three_toed
7.498,60.942,6.509,three_toed
6.319,61.76,5.06,three_toed
9.75,60.928,7.108,three_toed
8.117,61.909,3.203,three_toed
9.436,60.122,6.132,three_toed
7.992,61.211,5.604,three_toed
8.031,61.008,4.735,three_toed
7.464,62.689,6.629,three_toed
6.623,62.458,5.965,three_toed
8.53,61.583,6.77,three_toed
8.775,61.085,4.965,three_toed
8.366,60.496,7.527,three_toed
8.025,61.188,6.01,three_toed
7.142,60.964,6.799,three_toed
7.747,60.427,6.28,three_toed
7.442,61.221,5.768,three_toed
6.706,59.791,5.999,three_toed
9.682,61,5.382,three_toed
7.505,62.857,5.868,three_toed
8.583,61.615,5.441,three_toed
8.453,60.962,6.75,three_toed
6.835,59.61,6.013,three_toed
6.876,62.047,4.567,three_toed
7.959,59.24,6.235,three_toed
5.18,59.723,5.868,three_toed
8.361,60.751,4.958,three_toed
6.367,60.971,8.185,three_toed
7.983,61.47,6.47,three_toed
8.759,60.964,6.143,three_toed
7.055,59.982,5.033,three_toed
5.568,58.473,5.918,three_toed
6.474,62.743,6.577,three_toed
7.626,61.38,5.978,three_toed
7.646,63.65,5.699,three_toed
7.842,60.437,6.636,three_toed
7.519,60.367,5.485,three_toed
7.728,62.311,5.507,three_toed
6.347,62.075,5.265,three_toed
6.185,61.476,5.453,three_toed
8.164,61.97,2.572,three_toed
9.01,59.053,5.502,three_toed
8.167,60.818,6.247,three_toed
7.843,62.206,5.36,three_toed
8.798,62.316,7.141,three_toed
7.172,61.73,6.591,three_toed
7.217,62.505,7.263,three_toed
9.265,61.583,5.274,three_toed
9.437,61.27,7.801,three_toed
7.216,62.561,4.537,three_toed
5.236,60.991,5.134,three_toed
8.097,60.338,6.184,three_toed
6.143,61.945,6.343,three_toed
6.631,60.351,4.748,three_toed
8.14,59.322,8.217,three_toed
6.545,61.165,4.551,three_toed
9.554,61.609,4.795,three_toed
8.201,61.713,5.402,three_toed
7.913,61.39,7.362,three_toed
8.118,61.736,5.658,three_toed
5.959,62.184,4.717,three_toed
6.934,60.324,4.864,three_toed
7.387,60.343,6.322,three_toed
7.301,60.458,5.824,three_toed
6.407,60.477,5.58,three_toed
5.425,60.715,7.943,three_toed
8.192,61.739,3.334,three_toed
5.268,59.998,6.167,three_toed
9.252,60.262,5.43,three_toed
7.749,59.933,6.33,three_toed
7.418,61.578,6.134,three_toed
7.939,60.363,5.881,three_toed
8.617,61.588,5.291,three_toed
7.032,61.183,5.817,three_toed
5.169,59.888,4.219,three_toed
7.62,61.197,5.625,three_toed
5.528,62.158,5.739,three_toed
7.83,59.516,7.238,three_toed
7.664,59.567,3.538,three_toed
6.775,60.759,5.512,three_toed
9.045,60.409,5.53,three_toed
9.271,61.652,4.665,three_toed
8.891,60.72,5.547,three_toed
8.172,61.036,6.742,three_toed
5.737,62.094,6.072,three_toed
7.892,62.676,5.72,three_toed
7.425,61.911,6.894,three_toed
8.075,61.447,5.509,three_toed
6.985,61.708,6.661,three_toed
6.823,60.627,6.736,three_toed
7.952,62.349,4.842,three_toed
8.148,60.31,5.762,three_toed
8.119,60.964,6.572,three_toed
9.999,59.218,6.981,three_toed
9.555,61.791,4.283,three_toed
8.519,62.006,5.537,three_toed
7.667,60.259,5.406,three_toed
6.668,61.294,5.575,three_toed
6.222,60.773,7.073,three_toed
6.158,60.655,6.412,three_toed
7.946,60.218,4.539,three_toed
7.325,61.677,5.981,three_toed
7.452,61.617,6.589,three_toed
6.733,62.863,5.402,three_toed
8.006,61.687,6.949,three_toed
8.743,60.841,7.611,three_toed
8.385,61.469,6.528,three_toed
7.111,61.293,5.835,three_toed
7.325,60.732,5.003,three_toed
7.379,61.907,3.887,three_toed
5.788,60.964,6.478,three_toed
9.519,59.94,6.637,three_toed
7.247,61.451,5.885,three_toed
7.456,61.855,4.585,three_toed
7.797,62.357,6.214,three_toed
6.912,62.704,6.019,three_toed
6.317,61.245,6.472,three_toed
6.969,60.8,5.739,three_toed
6.289,62.611,7.233,three_toed
6.76,60.774,6.268,three_toed
6.424,61.787,5.161,three_toed
5.559,62.047,4.653,three_toed
8.123,60.39,6.039,three_toed
7.629,63.604,4.892,three_toed
7.323,60.137,4.563,three_toed
7.427,60.521,6.508,three_toed
7.231,60.724,5.593,three_toed
7.351,62.017,7.492,three_toed
7.291,61.184,4.914,three_toed
8.558,59.953,3.39,three_toed
7.566,62.78,7.236,three_toed
8.886,62.309,7.427,three_toed
7.111,62.94,6.956,three_toed
7.218,61.372,4.587,three_toed
8.134,61.546,4.967,three_toed
8.755,61.392,4.848,three_toed
6.278,60.378,5.492,three_toed
8.037,60.153,6.141,three_toed
9.144,59.786,5.715,three_toed
8.059,61.099,6.17,three_toed
6.918,62.122,6.582,three_toed
5.178,61.555,5.419,three_toed
9.174,61.319,5.103,three_toed
8.236,61.564,4.936,three_toed
8.823,61.401,6.817,three_toed
8.72,62.674,5.656,three_toed
7.758,59.912,4.153,three_toed
7.829,59.714,4.62,three_toed
8.974,60.754,4.641,three_toed
7.364,61.738,4.177,three_toed
7.943,62.032,4.635,three_toed
4.861,62.09,5.682,three_toed
6.331,61.414,7.455,three_toed
6.775,60.901,5.478,three_toed
8.195,59.747,6.804,three_toed
7.881,61.388,6.131,three_toed
8.458,61.774,5.021,three_toed
6.919,62.837,5.934,three_toed
7.731,61.226,6.339,three_toed
7.035,61.808,6.063,three_toed
5.365,60.961,7.553,three_toed
6.672,60.248,6.955,three_toed
8.977,60.499,6.208,three_toed
7.653,58.596,5.831,three_toed
8.626,61.244,6.291,three_toed
7.975,60.205,5.275,three_toed
7.018,60.667,6.113,three_toed
7.443,61.373,4.707,three_toed
5.509,59.949,5.232,three_toed
8.296,62.172,5.031,three_toed
6.14,61.415,7.089,three_toed
7.185,62.002,6.752,three_toed
8.186,59.22,6.185,three_toed
8.079,61.19,4.797,three_toed
7.152,60.009,4.327,three_toed
9.215,59.996,4.691,three_toed
7.753,58.663,5.344,three_toed
7.876,61.149,5.207,three_toed
8.544,61.756,5.082,three_toed
6.771,59.362,4.981,three_toed
7.443,61.806,7.598,three_toed
7.467,60.116,3.918,three_toed
8.193,63.468,6.289,three_toed
8.082,61.721,6.047,three_toed
7.104,61.135,6.631,three_toed
7.049,61.833,2.962,three_toed
5.936,62.728,6.41,three_toed
8.333,59.972,5.72,three_toed
7.547,62.51,5.347,three_toed
9.39,60.562,5.784,three_toed
7.138,61.978,6.871,three_toed
5.498,60.605,5.456,three_toed
7.562,60.356,5.598,three_toed
8.172,60.63,5.421,three_toed
5.997,60.495,6.451,three_toed
7.347,62.306,6.613,three_toed
7.253,60.862,3.841,three_toed
7.34,61.692,5,three_toed
8.361,62.029,5.087,three_toed
7.628,62.764,6.903,three_toed
7.288,59.573,4.429,three_toed
7.154,60.679,6.262,three_toed
8.045,59.825,6.524,three_toed
7.36,60.783,4.847,three_toed
8.852,61.368,4.389,three_toed
6.803,60.119,5.784,three_toed
8.469,59.789,5.006,three_toed
6.308,61.638,4.812,three_toed
7.587,60.6,4.899,three_toed
7.996,62.558,6.192,three_toed
6.89,59.436,4.994,three_toed
8.695,61.582,4.233,three_toed
5.644,61.021,5.626,three_toed
8.638,63.225,4.873,three_toed
7.706,61.497,5.595,three_toed
9.097,60.07,5.749,three_toed
8.146,61.226,5.037,three_toed
7.263,61.836,4.8,three_toed
7.304,60.32,6.191,three_toed
6.448,62.471,6.981,three_toed
6.9,61.656,5.749,three_toed
8.004,61.36,6.06,three_toed
10.198,61.07,7.585,three_toed
6.618,60.915,3.331,three_toed
6.813,59.674,6.83,three_toed
5.735,59.275,3.537,three_toed
7.178,60.39,7.655,three_toed
6.902,60.953,6.503,three_toed
7.82,60.849,4.71,three_toed
8.174,60.633,5.989,three_toed
7.891,60.287,6.606,three_toed
6.67,61.554,5.912,three_toed
7.574,60.244,6.502,three_toed
9.003,61.055,4.888,three_toed
8.895,60.858,5.218,three_toed
7.196,60.732,6.289,three_toed
8.589,61.613,7.031,three_toed
6.784,61.222,5.432,three_toed
9.139,62.715,4.911,three_toed
7.704,61.642,2.335,three_toed
6.548,61.997,4.902,three_toed
6.818,61.898,5.696,three_toed
6.932,60.995,5.427,three_toed
7.009,61.032,4.886,three_toed
6.435,59.997,7.027,three_toed
6.539,60.373,6.023,three_toed
9.091,59.914,6.145,three_toed
7.548,60.381,5.937,three_toed
7.708,61.483,6.04,three_toed
8.517,61.044,7.13,three_toed
7.437,60.001,5.633,three_toed
7.87,61.559,5.568,three_toed
7.845,60.225,5.695,three_toed
8.487,63.183,5.398,three_toed
7.969,60.952,4.844,three_toed
6.545,60.044,4.02,three_toed
6.87,60.115,4.956,three_toed
7.231,61.014,5.249,three_toed
6.397,60.388,6.534,three_toed
8.217,61.551,3.397,three_toed
7.554,61.611,5.581,three_toed
6.411,59.55,3.772,three_toed
7.841,62.059,6.864,three_toed
7.216,61.089,5.107,three_toed
7.109,61.826,4.05,three_toed
6.894,61.408,7.546,three_toed
8.838,62.637,4.535,three_toed
7.92,62.575,4.322,three_toed
6.028,60.342,8.453,three_toed
8.487,59.314,6.184,three_toed
6.862,59.867,6.92,three_toed
7.073,59.775,5.481,three_toed
8.491,61.379,5.107,three_toed
7.374,60.122,4.166,three_toed
5.837,63.467,5.343,three_toed
7.649,61.766,5.324,three_toed
8.992,62.815,5.879,three_toed
7.903,61.081,6.094,three_toed
8.296,63.226,4.898,three_toed
7.506,60.74,5.082,three_toed
6.884,62.007,6.118,three_toed
7.531,61.926,8.1,three_toed
6.435,61.048,5.402,three_toed
10.089,60.475,6.749,three_toed
7.514,63.249,6.286,three_toed
8.889,59.931,5.655,three_toed
8.984,62.353,5.563,three_toed
6.849,59.064,6.32,three_toed
8.214,60.91,4.163,three_toed
7.085,61.983,7.115,three_toed
7.587,59.495,7.239,three_toed
8.515,60.887,7.106,three_toed
8.705,61.86,5.94,three_toed
8.512,60.922,6.093,three_toed
6.884,61.147,6.512,three_toed
6.957,59.818,6.073,three_toed
6.657,61.813,5.888,three_toed
8.218,59.74,6.185,three_toed
8.016,62.628,5.632,three_toed
6.503,62.455,5.995,three_toed
8.298,61.919,7.34,three_toed
6.761,62.306,5.535,three_toed
7.144,60.358,7.071,three_toed
6.544,60.367,4.881,three_toed
9.006,61.08,7.244,three_toed
6.445,60.66,6.678,three_toed
8.649,60.329,6.296,three_toed
6.878,61.718,5.779,three_toed
6.726,60.372,5.291,three_toed
8.389,61.23,6.626,three_toed
5.768,60.699,3.535,three_toed
8.644,59.487,6.029,three_toed
6.461,62.772,7.437,three_toed
5.919,62.068,5.9,three_toed
7.085,61.295,5.273,three_toed
8.008,61.267,5.814,three_toed
7.352,60.951,6.477,three_toed
7.143,59.621,5.677,three_toed
7.352,60.918,5.555,three_toed
8.434,58.774,6.229,three_toed
6.446,61.061,5.887,three_toed
8.433,60.47,4.948,three_toed
6.174,62.045,6.251,three_toed
8.103,60.894,5.581,three_toed
6.533,62.356,5.462,three_toed
6.582,60.938,7.152,three_toed
7.406,60.567,4.954,three_toed
7.354,61.935,6,three_toed
6.417,61.436,6.092,three_toed
7.639,60.982,5.537,three_toed
7.929,60.668,5.749,three_toed
7.419,60.259,3.251,three_toed
6.987,62.212,5.149,three_toed
7.333,60.31,4.427,three_toed
5.949,59.556,4.409,three_toed
6.869,62.702,5.861,three_toed
6.832,60.967,6.664,three_toed
9.614,61.467,5.804,three_toed
7.941,60.747,5.166,three_toed
5.171,62.532,5.758,three_toed
7.887,61.755,6.336,three_toed
7.04,59.974,5.598,three_toed
7.504,61.512,5.706,three_toed
6.515,60.107,4.196,three_toed
5.921,62.114,6.097,three_toed
7.387,60.485,4.128,three_toed
9.002,59.965,4.931,three_toed
7.22,62.046,5.857,three_toed
5.503,60.958,6.387,three_toed
5.333,63.138,5.804,three_toed
8.215,59.548,5.257,three_toed
7.999,61.568,4.567,three_toed
6.214,61.736,7.172,three_toed
4.547,60.318,5.143,three_toed
8.057,61.229,5.807,three_toed
7.904,60.726,5.164,three_toed
5.198,59.477,5.343,three_toed
6.854,62.144,7.037,three_toed
7.299,61.049,5.136,three_toed
5.986,61.528,5.932,three_toed
7.995,62.01,5.836,three_toed
7.909,61.925,5.833,three_toed
7.728,59.818,5.665,three_toed
7.452,60.366,5.367,three_toed
7.019,60.039,7.129,three_toed
9.578,61.061,5.69,three_toed
6.991,60.962,6.311,three_toed
6.649,60.015,7.908,three_toed
6.911,62.684,6.164,three_toed
7.373,60.412,5.346,three_toed
6.499,61.35,7.378,three_toed
9.071,61.179,5.515,three_toed
7.1,61.431,5.318,three_toed
6.626,62.648,5.977,three_toed
8.152,60.181,5.259,three_toed
7.739,61.747,6.715,three_toed
7.558,60.49,5.774,three_toed
7.809,60.09,4.049,three_toed
7.566,61.39,5.792,three_toed
7.808,60.399,4.991,three_toed
7.062,61.232,6.089,three_toed
5.927,62.249,6.158,three_toed
7.861,58.885,6.487,three_toed
7.564,61.866,5.535,three_toed
6.708,60.529,6.436,three_toed
6.655,61.972,5.543,three_toed
4.803,63.234,5.197,three_toed
7.711,61.145,5.456,three_toed
7.209,59.541,7.326,three_toed
8.232,60.314,5.277,three_toed
7.2,60.048,5.377,three_toed
8.726,60.538,6.25,three_toed
7.987,60.168,6.617,three_toed
8.271,61.304,2.749,three_toed
7.42,60.244,5.288,three_toed
6.784,60.442,6.579,three_toed
6.587,61.496,5.142,three_toed
7.403,59.918,6.621,three_toed
6.018,60.749,4.78,three_toed
7.42,61.949,5.38,three_toed
6.677,61.217,5.365,three_toed
10.115,61.003,5.949,three_toed
8.387,61.022,5.661,three_toed
9.194,62.633,6.103,three_toed
7.809,61.397,5.783,three_toed
7.5,61.515,5.162,three_toed
6.464,60.843,4.652,three_toed
7.308,62.159,6.876,three_toed
7.337,61.94,6.407,three_toed
8.51,61.242,5.501,three_toed
8.659,61.478,7.06,three_toed
7.278,60.894,5.137,three_toed
7.81,60.627,5.355,three_toed
8.441,62.106,5.725,three_toed
7.673,62.342,5.508,three_toed
6.715,59.32,6.291,three_toed
7.739,61.582,5.025,three_toed
7.007,59.446,6.39,three_toed
9.184,61.906,3.928,three_toed
7.918,61.095,5.348,three_toed
6.391,62.106,6.072,three_toed
6.864,61.346,6.871,three_toed
9.415,60.007,3.071,three_toed
7.044,60.897,7.57,three_toed
7.31,60.547,4.97,three_toed
8.843,63.402,5.864,three_toed
7.731,62.723,5.146,three_toed
9.178,58.128,6.866,three_toed
5.748,60.256,4.542,three_toed
6.376,62.634,4.503,three_toed
8.392,61.386,6.229,three_toed
5.699,61.169,3.768,three_toed
6.908,60.379,5.214,three_toed
4.548,60.144,4.357,three_toed
6.741,60.95,5.132,three_toed
8.763,59.296,6.241,three_toed
8.654,61.26,6.113,three_toed
8.98,61.07,5.474,three_toed
8.343,62.403,5.632,three_toed
6.267,60.665,6.053,three_toed
7.843,60.264,7.468,three_toed
6.456,61.872,7.226,three_toed
9.154,61.375,7.167,three_toed
7.195,61.915,4.926,three_toed
7.107,59.507,5.989,three_toed
7.719,60.73,6.858,three_toed
8.636,60.394,4.746,three_toed
7.033,60.135,7.707,three_toed
8.673,61.508,6.913,three_toed
8.703,60.941,5.749,three_toed
8.792,60.733,5.946,three_toed
6.399,59.47,6.067,three_toed
7.164,61.594,6.681,three_toed
7.379,60.789,5.102,three_toed
8.198,59.274,4.805,three_toed
8.653,61.528,5.97,three_toed
7.719,61.287,3.929,three_toed
5.836,59.481,5.172,three_toed
8.661,59.931,5.05,three_toed
8.45,60.695,5.25,three_toed
7.848,61.484,6.889,three_toed
8.255,61.16,6.503,three_toed
8.134,61.463,5.877,three_toed
7.711,61.434,4.803,three_toed
6.362,60.616,5.26,three_toed
7.493,59.824,6.269,three_toed
7.083,59.249,5.891,three_toed
8.802,61.403,7.105,three_toed
6.195,59.584,6.626,three_toed
8.449,58.201,5.434,three_toed
6.51,62.071,6.354,three_toed
6.945,61.05,5.345,three_toed
6.99,60.561,3.707,three_toed
6.319,62.65,5.173,three_toed
9.445,60.108,6.402,three_toed
5.911,59.391,7.695,three_toed
6.003,59.192,3.156,three_toed
8.983,60.628,5.36,three_toed
8.897,60.449,7.069,three_toed
5.895,60.476,4.125,three_toed
7.485,59.656,4.493,three_toed
5.043,61.183,4.988,three_toed
7.159,58.999,5.883,three_toed
4.411,62.287,5.64,three_toed
7.794,60.559,5.947,three_toed
7,58.786,6.04,three_toed
8.881,60.381,5.187,three_toed
8.158,61.361,8.199,three_toed
9.353,60.648,7.562,three_toed
5.521,60.964,3.641,three_toed
8.629,60.385,7.698,three_toed
6.869,58.569,7.826,three_toed
8.151,59.909,6.181,three_toed
10.356,61.823,5.053,three_toed
6.901,62.174,5.874,three_toed
8.164,62.294,6.014,three_toed
7.584,61.472,6.68,three_toed
9.197,60.062,6.102,three_toed
7.069,61.845,5.304,three_toed
7.358,59.929,4.43,three_toed
8.101,60.795,7.278,three_toed
6.818,59.947,4.814,three_toed
8.571,60.592,6.494,three_toed
6.003,61.194,6.645,three_toed
6.051,59.314,5.584,three_toed
7.821,61.928,5.663,three_toed
7.561,60.479,6.551,three_toed
8.185,60.49,6.627,three_toed
5.941,60.113,6.7,three_toed
8.245,59.971,5.474,three_toed
8.568,60.07,5.763,three_toed
8.045,59.548,4.085,three_toed
8.651,59.453,5.881,three_toed
8.247,60.616,4.528,three_toed
6.868,61.071,6.311,three_toed
8.524,61.206,5.27,three_toed
8.557,60.454,5.646,three_toed
6.679,62.373,4.93,three_toed
9.312,59.369,6.015,three_toed
8.735,59.668,6.764,three_toed
7.883,58.293,7.001,three_toed
6.614,62.555,5.534,three_toed
7.149,63.035,6.144,three_toed
8.167,61.743,6.612,three_toed
8.565,62.854,7.754,three_toed
8.943,61.143,6.083,three_toed
7.87,60.277,4.069,three_toed
7.018,61.946,4.753,three_toed
9.371,62.025,5.385,three_toed
6.412,61.881,6.028,three_toed
5.475,62.268,7.593,three_toed
7.565,60.484,6.226,three_toed
7.524,61.158,4.927,three_toed
8.555,59.911,6.569,three_toed
8.37,60.363,6.755,three_toed
7.753,61.944,5.303,three_toed
7.024,62.478,4.339,three_toed
6.76,62.712,4.475,three_toed
5.603,60.49,6.371,three_toed
6.117,61.692,5.872,three_toed
5.132,60.851,5.502,three_toed
8.868,61.974,6.143,three_toed
6.873,61.627,6.214,three_toed
8.006,61.343,5.084,three_toed
7.077,60.77,5.058,three_toed
7.05,62.014,5.868,three_toed
7.638,59.464,6.436,three_toed
9.405,61.762,6.29,three_toed
7.071,59.714,5.54,three_toed
7.289,61.753,5.621,three_toed
7.253,60.448,5.655,three_toed
7.823,59.92,6.012,three_toed
7.625,63.08,5.364,three_toed
5.956,61.417,5.509,three_toed
8.749,60.237,6.072,three_toed
8.251,61.359,6.555,three_toed
8.4,62.081,5.642,three_toed
6.591,61.917,4.839,three_toed
8.53,61.231,6.303,three_toed
8.287,60.266,4.549,three_toed
5.76,61.469,4.872,three_toed
7.49,60.479,6.262,three_toed
7.25,61.388,7.181,three_toed
7.889,61.81,5.556,three_toed
7.454,60.843,5.971,three_toed
8.809,59.751,6.278,three_toed
8.019,60.729,6.163,three_toed
6.744,60.577,7.531,three_toed
9.991,60.03,6.141,three_toed
7.092,61.341,6.45,three_toed
6.58,61.744,4.798,three_toed
7.719,62.777,7.272,three_toed
7.558,62.429,3.877,three_toed
5.912,62.13,6.144,three_toed
8.452,61.9,4.69,three_toed
8.73,59.662,5.706,three_toed
7.651,59.085,6.108,three_toed
6.188,60.286,6.282,three_toed
9.22,60.085,6.474,three_toed
4.447,60.823,5.649,three_toed
7.964,59.257,7.28,three_toed
8.134,60.383,4.788,three_toed
8.59,60.496,5.419,three_toed
7.487,60.788,6.364,three_toed
6.644,60.903,5.233,three_toed
8.659,60.153,4.935,three_toed
8.758,61.454,4.974,three_toed
7.593,61.363,5.332,three_toed
7.947,61.114,5.943,three_toed
7.594,60.225,6.588,three_toed
9.071,60.626,5.599,three_toed
7.707,60.106,5.276,three_toed
7.151,59.864,4.89,three_toed
7.79,60.202,6.861,three_toed
7.802,61.728,5.502,three_toed
6.259,58.618,6.632,three_toed
7.837,60.021,6.627,three_toed
6.794,61.215,5.477,three_toed
6.293,61.252,8.165,three_toed
7.144,59.783,6.203,three_toed
5.793,60.488,6.366,three_toed
6.251,60.536,6.12,three_toed
8.035,60.875,4.158,three_toed
7.241,59.358,6.305,three_toed
6.867,62.109,6.955,three_toed
7.089,60.851,4.372,three_toed
7.495,61.379,5.603,three_toed
7.27,63.697,6.531,three_toed
6.074,59.971,6.442,three_toed
6.559,62.479,5.695,three_toed
9.089,61.728,6.575,three_toed
5.964,60.921,6.95,three_toed
8.123,59.89,5.462,three_toed
6.807,60.583,5.452,three_toed
8.596,61.966,4.916,three_toed
7.276,60.951,6.345,three_toed
7.712,61.669,5.154,three_toed
8.219,60.716,6.807,three_toed
6.541,60.621,6.066,three_toed
6.982,61.233,5.571,three_toed
7.145,62.519,5.817,three_toed
7.055,60.499,5.859,three_toed
5.825,61.389,5.691,three_toed
7.635,61.103,6.325,three_toed
9.899,61.02,6.944,three_toed
9.193,62.923,7.498,three_toed
8.435,63.497,5.084,three_toed
7.961,59.669,5.076,three_toed
7.197,60.097,4.656,three_toed
8.835,60.013,5.272,three_toed
6.882,61.409,5.705,three_toed
7.14,60.352,4.974,three_toed
8.274,62.427,4.721,three_toed
8.806,59.394,5.166,three_toed
6.944,59.805,5.364,three_toed
7.979,60.336,6.549,three_toed
8.33,60.675,7.111,three_toed
9.057,61.571,5.724,three_toed
6.225,61.03,5.356,three_toed
7.93,61.284,7.722,three_toed
7.441,60.426,6.938,three_toed
8.622,59.613,4.949,three_toed
6.341,60.639,6.79,three_toed
8.545,60.296,3.126,three_toed
7.498,61.677,7.152,three_toed
5.147,63.029,6.289,three_toed
8.472,62.125,4.281,three_toed
7.028,60.892,4.961,three_toed
7.836,61.367,6.219,three_toed
8.312,63.04,6.962,three_toed
7.399,60.814,4.864,three_toed
8.462,59.705,6.087,three_toed
5.876,61.531,4.787,three_toed
9.234,59.559,5.037,three_toed
9.205,60.31,4.825,three_toed
7.561,61.383,3.959,three_toed
6.264,62.026,6.572,three_toed
6.989,61.925,5.772,three_toed
6.577,62.327,3.899,three_toed
7.803,60.875,5.672,three_toed
4.731,61.292,5.471,three_toed
6.276,60.674,6.193,three_toed
6.882,61.812,5.35,three_toed
7.473,61.829,6.2,three_toed
6.688,62.175,6.236,three_toed
6.903,61.126,4.933,three_toed
6.848,60.982,5.189,three_toed
7.883,61.796,5.801,three_toed
6.182,61.175,6.279,three_toed
7.525,61.126,6.792,three_toed
4.705,61.417,4.746,three_toed
8.08,62.21,6.161,three_toed
6.641,59.059,7.863,three_toed
6.586,61.751,5.097,three_toed
9.398,63.496,6.23,three_toed
7.22,62.884,5.7,three_toed
6.734,60.777,5.003,three_toed
7.652,60.377,6.021,three_toed
7.113,61.82,5.378,three_toed
7.471,60.56,5.86,three_toed
7.11,60.185,3.208,three_toed
6.78,61.71,5.632,three_toed
7.977,62.336,5.354,three_toed
6.603,60.158,3.784,three_toed
6.635,59.205,5.657,three_toed
5.708,61.71,4.626,three_toed
6.497,58.676,6.766,three_toed
8.127,60.91,6.438,three_toed
8.253,59.949,6.465,three_toed
9.02,62.132,7.859,three_toed
6.277,60.414,5.269,three_toed
8.076,61.158,5.02,three_toed
7.291,62.961,6.921,three_toed
6.391,61.569,4.843,three_toed
6.686,60.074,5.732,three_toed
6.685,59.82,6.855,three_toed
9.237,61.494,5.294,three_toed
8.149,61.893,5.738,three_toed
7.557,61.346,5.173,three_toed
6.712,61.243,5.589,three_toed
9.133,60.732,6.1,three_toed
6.859,62.306,7.771,three_toed
7.194,60.768,4.89,three_toed
9.323,61.272,5.395,three_toed
6.723,61.848,6.139,three_toed
