,claw_length_cm,size_cm,specie,tail_length_cm
1446,9.046,50.554,three_toed,5.018
1447,6.801,51.487,three_toed,4.413
1448,8.221,49.581,three_toed,4.693
1449,6.905,51.154,three_toed,4.799
1450,8.166,50.066,three_toed,3.541
1451,9.384,50.524,three_toed,5.155
1452,7.948,48.721,three_toed,8.072
1453,8.65,48.981,three_toed,3.78
1454,7.679,49.68,three_toed,6.629
1455,5.852,51.874,three_toed,3.629
1456,8.104,49.345,three_toed,6.202
1457,8.156,49.564,three_toed,4.802
1458,6.258,48.833,three_toed,5.676
1459,6.611,50.141,three_toed,5.895
1460,7.551,50.256,three_toed,4.39
1461,7.713,52.41,three_toed,4.812
1462,8.777,51.722,three_toed,5.075
1463,6.666,49.051,three_toed,6.386
1464,7.272,51.887,three_toed,2.333
1465,7.307,47.515,three_toed,4.348
1466,5.809,51.054,three_toed,7.044
1467,5.811,51.075,three_toed,4.637
1468,8.412,49.535,three_toed,2.925
1469,8.76,50.462,three_toed,4.854
1470,7.117,49.894,three_toed,3.999
1471,7.245,49.3,three_toed,5.216
1472,8.827,49.646,three_toed,3.964
1473,7.754,50.472,three_toed,5.902
1474,9.149,50.576,three_toed,2.705
1475,6.811,52.949,three_toed,5.119
1476,7.062,51.192,three_toed,5.193
1477,8.179,50.929,three_toed,4.143
1478,9.728,49.945,three_toed,7.189
1479,7.579,49.603,three_toed,4.585
1480,8.315,50.506,three_toed,4.199
1481,5.64,49.867,three_toed,3.966
1482,7.231,49.842,three_toed,4.3
1483,6.623,50.293,three_toed,4.988
1484,7.676,51.176,three_toed,5.294
1485,8.072,50.339,three_toed,4.305
1486,8.055,49.318,three_toed,4.451
1487,6.367,51.038,three_toed,3.986
1488,6.793,48.2,three_toed,4.431
1489,6.876,50.144,three_toed,4.587
1490,5.603,50.45,three_toed,3.743
1491,7.632,48.828,three_toed,5.101
1492,7.888,49.513,three_toed,3.926
1493,6.82,49.749,three_toed,7.166
1494,6.571,49.999,three_toed,3.317
1495,6.876,50.097,three_toed,6.929
1496,8.308,49.454,three_toed,2.779
1497,6.529,49.211,three_toed,4.345
1498,6.18,49.209,three_toed,4.865
1499,6.613,48.313,three_toed,5.356
1500,8.332,48.843,three_toed,5.241
1501,7.709,48.699,three_toed,5.284
1502,7.755,50.952,three_toed,6.584
1503,8.092,49.141,three_toed,4.12
1504,6.991,50.495,three_toed,5.901
1505,6.345,50.216,three_toed,4.354
1506,6.998,49.472,three_toed,6.148
1507,7.548,48.878,three_toed,5.949
1508,6.866,50.166,three_toed,4.817
1509,7.815,50.198,three_toed,3.582
1510,8.846,50.416,three_toed,5.674
1511,6.946,49.878,three_toed,4.842
1512,7.039,49.843,three_toed,5.896
1513,6.848,47.453,three_toed,5.589
1514,7.727,49.628,three_toed,3.86
1515,7.939,50.828,three_toed,3.964
1516,6.94,48.986,three_toed,4.642
1517,7.213,49.675,three_toed,5.075
1518,8.359,49.977,three_toed,6.447
1519,8.909,49.873,three_toed,6.041
1520,6.815,49.367,three_toed,5.122
1521,9.419,48.891,three_toed,5.518
1522,6.827,48.878,three_toed,5.672
1523,7.796,49.837,three_toed,6.14
1524,7.048,49.922,three_toed,3.822
1525,7.091,50.102,three_toed,5.162
1526,8.3,50.375,three_toed,4.293
1527,7.173,51.779,three_toed,5.014
1528,7.856,49.435,three_toed,1.362
1529,8.036,48.292,three_toed,4.213
1530,6.801,50.193,three_toed,4.994
1531,7.797,50.461,three_toed,4.79
1532,6.982,50.845,three_toed,4.431
1533,8.391,50.149,three_toed,3.585
1534,9.183,48.893,three_toed,3.398
1535,7.12,50.781,three_toed,4.097
1536,6.414,50.665,three_toed,6.739
1537,6.664,48.052,three_toed,6.618
1538,8.601,50.303,three_toed,5.479
1539,7.395,49.123,three_toed,5.356
1540,8.133,50.09,three_toed,3.726
1541,6.059,49.848,three_toed,5.039
1542,8.794,50.189,three_toed,4.737
1543,8.377,49.803,three_toed,4.179
1544,8.326,47.651,three_toed,5.557
1545,8.489,49.039,three_toed,6.22
1546,8.611,52.568,three_toed,3.758
1547,7.653,50.264,three_toed,4.616
1548,8.454,50.091,three_toed,5.225
1549,6.601,49.146,three_toed,6.059
1550,6.874,48.407,three_toed,5.093
1551,7.049,49.608,three_toed,4.188
1552,6.819,49.385,three_toed,4.064
1553,7.213,49.973,three_toed,5.917
1554,8.792,51.397,three_toed,4.903
1555,6.914,51.15,three_toed,5.592
1556,7.451,51.362,three_toed,5.758
1557,7.399,51.611,three_toed,5.592
1558,6.42,50.205,three_toed,4.518
1559,7.405,49.143,three_toed,5.835
1560,10.058,49.463,three_toed,3.889
1561,7.49,50.731,three_toed,3.435
1562,6.802,50.662,three_toed,4.879
1563,8.782,50.633,three_toed,4.693
1564,8.055,49.006,three_toed,6.638
1565,8.142,50.284,three_toed,4.536
1566,7.779,49.493,three_toed,5.227
1567,7.732,48.911,three_toed,7.068
1568,6.918,50.365,three_toed,5.151
1569,8.07,48.512,three_toed,5.991
1570,6.381,48.427,three_toed,5.782
1571,6.432,49.4,three_toed,5.083
1572,6.105,48.774,three_toed,5.14
1573,7.346,50.536,three_toed,6.365
1574,8.844,49.518,three_toed,5.098
1575,7.15,49.156,three_toed,3.538
1576,6.97,50.49,three_toed,4.274
1577,8.215,49.849,three_toed,4.763
1578,6.746,49.665,three_toed,3.356
1579,7.609,48.967,three_toed,4.576
1580,7.322,47.782,three_toed,5.386
1581,6.892,50.401,three_toed,6.663
1582,7.158,50.98,three_toed,5.02
1583,8.406,48.915,three_toed,7.617
1584,8.184,47.892,three_toed,3.864
1585,6.59,50.073,three_toed,4.808
1586,7.093,50.62,three_toed,4.381
1587,7.447,50.209,three_toed,5.015
1588,6.797,51.399,three_toed,5.393
1589,7.686,50.008,three_toed,7.201
1590,7.648,48.118,three_toed,3.042
1591,8.802,51.083,three_toed,6.09
1592,6.774,48.492,three_toed,3.481
1593,7.321,49.899,three_toed,4.866
1594,7.291,50.22,three_toed,6.803
1595,7.421,48.503,three_toed,6.197
1596,7.778,50.291,three_toed,6.33
1597,7.698,49.809,three_toed,4.036
1598,8.237,50.706,three_toed,4.504
1599,7.789,51.165,three_toed,5.959
1600,6.077,49.014,three_toed,4.143
1601,8.214,51.686,three_toed,3.52
1602,7.004,51.298,three_toed,6.391
1603,8.379,49.898,three_toed,4.695
1604,8.105,51.065,three_toed,3.396
1605,8.955,49.537,three_toed,6.222
1606,6.379,51.667,three_toed,6.877
1607,6.403,49.704,three_toed,7.324
1608,7.296,50.861,three_toed,4.674
1609,8.332,49.958,three_toed,5.847
1610,8.2,49.708,three_toed,4.821
1611,9.818,48.791,three_toed,3.45
1612,7.993,49.926,three_toed,4.6
1613,7.318,50.657,three_toed,4.317
1614,7.667,50.129,three_toed,3.927
1615,7.034,49.472,three_toed,5.186
1616,7.347,49.103,three_toed,4.076
1617,9.609,48.951,three_toed,3.371
1618,8.591,49.679,three_toed,3.986
1619,7.927,48.009,three_toed,5.267
1620,9.967,50.056,three_toed,4.723
1621,6.563,53.387,three_toed,5.034
1622,7.701,50.08,three_toed,4.592
1623,7.821,51.215,three_toed,2.78
1624,6.374,49.227,three_toed,5.519
1625,7.481,52.835,three_toed,5.613
1626,6.476,50.738,three_toed,4.381
1627,9.394,49.063,three_toed,4.398
1628,8.467,47.964,three_toed,5.815
1629,6.797,48.345,three_toed,4.072
1630,7.805,50.95,three_toed,6.087
1631,6.546,49.428,three_toed,5.237
1632,10.123,50.877,three_toed,4.12
1633,8.507,49.435,three_toed,5.741
1634,6.587,50.859,three_toed,6.51
1635,5.907,49.242,three_toed,5.34
1636,9.655,51.173,three_toed,5.437
1637,7.072,50.574,three_toed,5.429
1638,8.012,50.011,three_toed,4.194
1639,9.605,48.855,three_toed,6.308
1640,6.427,50.818,three_toed,5.662
1641,6.54,49.589,three_toed,4.945
1642,8.14,51.714,three_toed,4.02
1643,6.999,48.47,three_toed,5.039
1644,7.101,48.919,three_toed,3.346
1645,6.154,51.685,three_toed,5.081
1646,7.083,47.994,three_toed,3.782
1647,6.897,49.493,three_toed,4.563
1648,8.118,49.647,three_toed,6.218
1649,6.845,51.29,three_toed,4.836
1650,9.486,48.976,three_toed,3.701
1651,8.233,49.997,three_toed,4.263
1652,6.672,48.634,three_toed,4.721
1653,6.703,50.432,three_toed,4.612
1654,8.139,49.823,three_toed,6.927
1655,5.344,50.606,three_toed,5.22
1656,6.426,49.944,three_toed,3.981
1657,7.812,51.094,three_toed,4.807
1658,7.769,48.069,three_toed,4.58
1659,8.308,50.34,three_toed,5.225
1660,8.189,61.365,three_toed,6.729
1661,6.113,62.381,three_toed,7.252
1662,7.013,60.996,three_toed,6.93
1663,6.633,61.702,three_toed,6.446
1664,8.01,60.331,three_toed,4.945
1665,8.018,61.176,three_toed,5.009
1666,5.98,60.752,three_toed,6.43
1667,8.637,61.211,three_toed,6.539
1668,9.423,61.611,three_toed,5.933
1669,8.662,61.069,three_toed,4.946
1670,6.125,61.638,three_toed,4.966
1671,7.645,59.36,three_toed,6.635
1672,10.023,59.689,three_toed,5.182
1673,6.877,59.572,three_toed,6.861
1674,7.447,60.583,three_toed,5.835
1675,7.5,61.876,three_toed,6.949
1676,8.458,62.51,three_toed,5.256
1677,6.885,60.444,three_toed,6.948
1678,8.034,61.75,three_toed,5.863
1679,7.49,60.432,three_toed,6.665
1680,7.938,59.429,three_toed,6.628
1681,6.116,61.582,three_toed,7.788
1682,9.685,59.15,three_toed,4.832
1683,8.571,60.813,three_toed,6.375
1684,6.013,61.219,three_toed,5.981
1685,8.427,62.814,three_toed,4.912
1686,8.682,60.012,three_toed,6.018
1687,8.018,62.722,three_toed,5.531
1688,7.122,61.57,three_toed,1.313
1689,6.839,61.29,three_toed,6.061
1690,5.77,60.927,three_toed,4.125
1691,8.23,60.594,three_toed,7.202
1692,8.572,61.307,three_toed,4.021
1693,8.056,60.719,three_toed,5.905
1694,6.192,60.005,three_toed,4.774
1695,5.59,60.104,three_toed,6.775
1696,7.208,59.779,three_toed,5.696
1697,7.717,62.033,three_toed,7.432
1698,7.727,61.984,three_toed,5.528
1699,7.239,60.283,three_toed,6.191
1700,7.888,59.034,three_toed,7.572
1701,7.533,61.432,three_toed,6.398
1702,7.692,61.046,three_toed,4.924
1703,5.852,61.221,three_toed,4.771
1704,6.842,61.499,three_toed,5.538
1705,6.975,61.739,three_toed,4.256
1706,6.966,58.512,three_toed,4.777
1707,7.267,62.138,three_toed,5.105
1708,7.436,63.293,three_toed,6.113
1709,8.865,60.05,three_toed,3.288
1710,8.07,61.298,three_toed,4.637
1711,8.905,60.206,three_toed,5.407
1712,9.475,60.2,three_toed,5.667
1713,6.195,60.326,three_toed,4.87
1714,9.117,60.457,three_toed,5.859
1715,7.58,60.787,three_toed,7.188
1716,7.723,61.838,three_toed,6.524
1717,9.592,61.422,three_toed,6.884
1718,6.894,59.579,three_toed,5.983
1719,8.648,60.819,three_toed,5.414
1720,7.953,61.599,three_toed,7.651
1721,9.073,59.734,three_toed,6.803
1722,6.193,61.484,three_toed,4.479
1723,8.826,60.695,three_toed,6.104
1724,7.049,61.488,three_toed,5.114
1725,7.177,62.062,three_toed,6.293
1726,8.221,60.003,three_toed,5.043
1727,7.115,61.534,three_toed,5.524
1728,6.756,60.116,three_toed,7.062
1729,9.508,61.311,three_toed,4.706
1730,7.654,62.156,three_toed,5.139
1731,6.445,59.01,three_toed,5.657
1732,7.919,61.675,three_toed,7.531
1733,7.99,62.633,three_toed,6.256
1734,7.628,61.505,three_toed,6.324
1735,7.813,60.42,three_toed,3.494
1736,5.349,60.89,three_toed,5.784
1737,6.378,60.59,three_toed,6.612
1738,6.512,60.191,three_toed,5.309
1739,6.657,61.081,three_toed,4.807
1740,7.642,58.95,three_toed,6.216
1741,8.564,60.275,three_toed,6.282
1742,6.76,61.322,three_toed,5.396
1743,5.679,59.091,three_toed,6.023
1744,5.777,62.247,three_toed,5.856
1745,7.137,61.271,three_toed,5.471
1746,7.89,62.607,three_toed,4.396
1747,8.358,60.864,three_toed,7.294
1748,5.454,62.505,three_toed,5.677
1749,7.306,59.409,three_toed,6.149
1750,5.965,60.749,three_toed,5.303
1751,7.185,61.044,three_toed,6.184
1752,6.947,60.861,three_toed,6.752
1753,7.903,61.928,three_toed,5.491
1754,8.095,60.866,three_toed,4.439
1755,8.422,58.517,three_toed,5.187
1756,7.544,61.554,three_toed,6.254
1757,7.573,60.712,three_toed,5.609
1758,6.244,61.092,three_toed,5.883
1759,8.882,60.649,three_toed,5.962
1760,7.202,60.342,three_toed,5.971
1761,7.498,60.942,three_toed,6.509
1762,6.319,61.76,three_toed,5.06
1763,9.75,60.928,three_toed,7.108
1764,8.117,61.909,three_toed,3.203
1765,9.436,60.122,three_toed,6.132
1766,7.992,61.211,three_toed,5.604
1767,8.031,61.008,three_toed,4.735
1768,7.464,62.689,three_toed,6.629
1769,6.623,62.458,three_toed,5.965
1770,8.53,61.583,three_toed,6.77
1771,8.775,61.085,three_toed,4.965
1772,8.366,60.496,three_toed,7.527
1773,8.025,61.188,three_toed,6.01
1774,7.142,60.964,three_toed,6.799
1775,7.747,60.427,three_toed,6.28
1776,7.442,61.221,three_toed,5.768
1777,6.706,59.791,three_toed,5.999
1778,9.682,61,three_toed,5.382
1779,7.505,62.857,three_toed,5.868
1780,8.583,61.615,three_toed,5.441
1781,8.453,60.962,three_toed,6.75
1782,6.835,59.61,three_toed,6.013
1783,6.876,62.047,three_toed,4.567
1784,7.959,59.24,three_toed,6.235
1785,5.18,59.723,three_toed,5.868
1786,8.361,60.751,three_toed,4.958
1787,6.367,60.971,three_toed,8.185
1788,7.983,61.47,three_toed,6.47
1789,8.759,60.964,three_toed,6.143
1790,7.055,59.982,three_toed,5.033
1791,5.568,58.473,three_toed,5.918
1792,6.474,62.743,three_toed,6.577
1793,7.626,61.38,three_toed,5.978
1794,7.646,63.65,three_toed,5.699
1795,7.842,60.437,three_toed,6.636
1796,7.519,60.367,three_toed,5.485
1797,7.728,62.311,three_toed,5.507
1798,6.347,62.075,three_toed,5.265
1799,6.185,61.476,three_toed,5.453
1800,8.164,61.97,three_toed,2.572
1801,9.01,59.053,three_toed,5.502
1802,8.167,60.818,three_toed,6.247
1803,7.843,62.206,three_toed,5.36
1804,8.798,62.316,three_toed,7.141
1805,7.172,61.73,three_toed,6.591
1806,7.217,62.505,three_toed,7.263
1807,9.265,61.583,three_toed,5.274
1808,9.437,61.27,three_toed,7.801
1809,7.216,62.561,three_toed,4.537
1810,5.236,60.991,three_toed,5.134
1811,8.097,60.338,three_toed,6.184
1812,6.143,61.945,three_toed,6.343
1813,6.631,60.351,three_toed,4.748
1814,8.14,59.322,three_toed,8.217
1815,6.545,61.165,three_toed,4.551
1816,9.554,61.609,three_toed,4.795
1817,8.201,61.713,three_toed,5.402
1818,7.913,61.39,three_toed,7.362
1819,8.118,61.736,three_toed,5.658
1820,5.959,62.184,three_toed,4.717
1821,6.934,60.324,three_toed,4.864
1822,7.387,60.343,three_toed,6.322
1823,7.301,60.458,three_toed,5.824
1824,6.407,60.477,three_toed,5.58
1825,5.425,60.715,three_toed,7.943
1826,8.192,61.739,three_toed,3.334
1827,5.268,59.998,three_toed,6.167
1828,9.252,60.262,three_toed,5.43
1829,7.749,59.933,three_toed,6.33
1830,7.418,61.578,three_toed,6.134
1831,7.939,60.363,three_toed,5.881
1832,8.617,61.588,three_toed,5.291
1833,7.032,61.183,three_toed,5.817
1834,5.169,59.888,three_toed,4.219
1835,7.62,61.197,three_toed,5.625
1836,5.528,62.158,three_toed,5.739
1837,7.83,59.516,three_toed,7.238
1838,7.664,59.567,three_toed,3.538
1839,6.775,60.759,three_toed,5.512
1840,9.045,60.409,three_toed,5.53
1841,9.271,61.652,three_toed,4.665
1842,8.891,60.72,three_toed,5.547
1843,8.172,61.036,three_toed,6.742
1844,5.737,62.094,three_toed,6.072
1845,7.892,62.676,three_toed,5.72
1846,7.425,61.911,three_toed,6.894
1847,8.075,61.447,three_toed,5.509
1848,6.985,61.708,three_toed,6.661
1849,6.823,60.627,three_toed,6.736
1850,7.952,62.349,three_toed,4.842
1851,8.148,60.31,three_toed,5.762
1852,8.119,60.964,three_toed,6.572
1853,9.999,59.218,three_toed,6.981
1854,9.555,61.791,three_toed,4.283
1855,8.519,62.006,three_toed,5.537
1856,7.667,60.259,three_toed,5.406
1857,6.668,61.294,three_toed,5.575
1858,6.222,60.773,three_toed,7.073
1859,6.158,60.655,three_toed,6.412
1860,7.946,60.218,three_toed,4.539
1861,7.325,61.677,three_toed,5.981
1862,7.452,61.617,three_toed,6.589
1863,6.733,62.863,three_toed,5.402
1864,8.006,61.687,three_toed,6.949
1865,8.743,60.841,three_toed,7.611
1866,8.385,61.469,three_toed,6.528
1867,7.111,61.293,three_toed,5.835
1868,7.325,60.732,three_toed,5.003
1869,7.379,61.907,three_toed,3.887
1870,5.788,60.964,three_toed,6.478
1871,9.519,59.94,three_toed,6.637
1872,7.247,61.451,three_toed,5.885
1873,7.456,61.855,three_toed,4.585
1874,7.797,62.357,three_toed,6.214
1875,6.912,62.704,three_toed,6.019
1876,6.317,61.245,three_toed,6.472
1877,6.969,60.8,three_toed,5.739
1878,6.289,62.611,three_toed,7.233
1879,6.76,60.774,three_toed,6.268
1880,6.424,61.787,three_toed,5.161
1881,5.559,62.047,three_toed,4.653
1882,8.123,60.39,three_toed,6.039
1883,7.629,63.604,three_toed,4.892
1884,7.323,60.137,three_toed,4.563
1885,7.427,60.521,three_toed,6.508
1886,7.231,60.724,three_toed,5.593
1887,7.351,62.017,three_toed,7.492
1888,7.291,61.184,three_toed,4.914
1889,8.558,59.953,three_toed,3.39
1890,7.566,62.78,three_toed,7.236
1891,8.886,62.309,three_toed,7.427
1892,7.111,62.94,three_toed,6.956
1893,7.218,61.372,three_toed,4.587
1894,8.134,61.546,three_toed,4.967
1895,8.755,61.392,three_toed,4.848
1896,6.278,60.378,three_toed,5.492
1897,8.037,60.153,three_toed,6.141
1898,9.144,59.786,three_toed,5.715
1899,8.059,61.099,three_toed,6.17
1900,6.918,62.122,three_toed,6.582
1901,5.178,61.555,three_toed,5.419
1902,9.174,61.319,three_toed,5.103
1903,8.236,61.564,three_toed,4.936
1904,8.823,61.401,three_toed,6.817
1905,8.72,62.674,three_toed,5.656
1906,7.758,59.912,three_toed,4.153
1907,7.829,59.714,three_toed,4.62
1908,8.974,60.754,three_toed,4.641
1909,7.364,61.738,three_toed,4.177
1910,7.943,62.032,three_toed,4.635
1911,4.861,62.09,three_toed,5.682
1912,6.331,61.414,three_toed,7.455
1913,6.775,60.901,three_toed,5.478
1914,8.195,59.747,three_toed,6.804
1915,7.881,61.388,three_toed,6.131
1916,8.458,61.774,three_toed,5.021
1917,6.919,62.837,three_toed,5.934
1918,7.731,61.226,three_toed,6.339
1919,7.035,61.808,three_toed,6.063
1920,5.365,60.961,three_toed,7.553
1921,6.672,60.248,three_toed,6.955
1922,8.977,60.499,three_toed,6.208
1923,7.653,58.596,three_toed,5.831
1924,8.626,61.244,three_toed,6.291
1925,7.975,60.205,three_toed,5.275
1926,7.018,60.667,three_toed,6.113
1927,7.443,61.373,three_toed,4.707
1928,5.509,59.949,three_toed,5.232
1929,8.296,62.172,three_toed,5.031
1930,6.14,61.415,three_toed,7.089
1931,7.185,62.002,three_toed,6.752
1932,8.186,59.22,three_toed,6.185
1933,8.079,61.19,three_toed,4.797
1934,7.152,60.009,three_toed,4.327
1935,9.215,59.996,three_toed,4.691
1936,7.753,58.663,three_toed,5.344
1937,7.876,61.149,three_toed,5.207
1938,8.544,61.756,three_toed,5.082
1939,6.771,59.362,three_toed,4.981
1940,7.443,61.806,three_toed,7.598
1941,7.467,60.116,three_toed,3.918
1942,8.193,63.468,three_toed,6.289
1943,8.082,61.721,three_toed,6.047
1944,7.104,61.135,three_toed,6.631
1945,7.049,61.833,three_toed,2.962
1946,5.936,62.728,three_toed,6.41
1947,8.333,59.972,three_toed,5.72
1948,7.547,62.51,three_toed,5.347
1949,9.39,60.562,three_toed,5.784
1950,7.138,61.978,three_toed,6.871
1951,5.498,60.605,three_toed,5.456
1952,7.562,60.356,three_toed,5.598
1953,8.172,60.63,three_toed,5.421
1954,5.997,60.495,three_toed,6.451
1955,7.347,62.306,three_toed,6.613
1956,7.253,60.862,three_toed,3.841
1957,7.34,61.692,three_toed,5
1958,8.361,62.029,three_toed,5.087
1959,7.628,62.764,three_toed,6.903
1960,7.288,59.573,three_toed,4.429
1961,7.154,60.679,three_toed,6.262
1962,8.045,59.825,three_toed,6.524
1963,7.36,60.783,three_toed,4.847
1964,8.852,61.368,three_toed,4.389
1965,6.803,60.119,three_toed,5.784
1966,8.469,59.789,three_toed,5.006
1967,6.308,61.638,three_toed,4.812
1968,7.587,60.6,three_toed,4.899
1969,7.996,62.558,three_toed,6.192
1970,6.89,59.436,three_toed,4.994
1971,8.695,61.582,three_toed,4.233
1972,5.644,61.021,three_toed,5.626
1973,8.638,63.225,three_toed,4.873
1974,7.706,61.497,three_toed,5.595
1975,9.097,60.07,three_toed,5.749
1976,8.146,61.226,three_toed,5.037
1977,7.263,61.836,three_toed,4.8
1978,7.304,60.32,three_toed,6.191
1979,6.448,62.471,three_toed,6.981
1980,6.9,61.656,three_toed,5.749
1981,8.004,61.36,three_toed,6.06
1982,10.198,61.07,three_toed,7.585
1983,6.618,60.915,three_toed,3.331
1984,6.813,59.674,three_toed,6.83
1985,5.735,59.275,three_toed,3.537
1986,7.178,60.39,three_toed,7.655
1987,6.902,60.953,three_toed,6.503
1988,7.82,60.849,three_toed,4.71
1989,8.174,60.633,three_toed,5.989
1990,7.891,60.287,three_toed,6.606
1991,6.67,61.554,three_toed,5.912
1992,7.574,60.244,three_toed,6.502
1993,9.003,61.055,three_toed,4.888
1994,8.895,60.858,three_toed,5.218
1995,7.196,60.732,three_toed,6.289
1996,8.589,61.613,three_toed,7.031
1997,6.784,61.222,three_toed,5.432
1998,9.139,62.715,three_toed,4.911
1999,7.704,61.642,three_toed,2.335
2000,6.548,61.997,three_toed,4.902
2001,6.818,61.898,three_toed,5.696
2002,6.932,60.995,three_toed,5.427
2003,7.009,61.032,three_toed,4.886
2004,6.435,59.997,three_toed,7.027
2005,6.539,60.373,three_toed,6.023
2006,9.091,59.914,three_toed,6.145
2007,7.548,60.381,three_toed,5.937
2008,7.708,61.483,three_toed,6.04
2009,8.517,61.044,three_toed,7.13
2010,7.437,60.001,three_toed,5.633
2011,7.87,61.559,three_toed,5.568
2012,7.845,60.225,three_toed,5.695
2013,8.487,63.183,three_toed,5.398
2014,7.969,60.952,three_toed,4.844
2015,6.545,60.044,three_toed,4.02
2016,6.87,60.115,three_toed,4.956
2017,7.231,61.014,three_toed,5.249
2018,6.397,60.388,three_toed,6.534
2019,8.217,61.551,three_toed,3.397
2020,7.554,61.611,three_toed,5.581
2021,6.411,59.55,three_toed,3.772
2022,7.841,62.059,three_toed,6.864
2023,7.216,61.089,three_toed,5.107
2024,7.109,61.826,three_toed,4.05
2025,6.894,61.408,three_toed,7.546
2026,8.838,62.637,three_toed,4.535
2027,7.92,62.575,three_toed,4.322
2028,6.028,60.342,three_toed,8.453
2029,8.487,59.314,three_toed,6.184
2030,6.862,59.867,three_toed,6.92
2031,7.073,59.775,three_toed,5.481
2032,8.491,61.379,three_toed,5.107
2033,7.374,60.122,three_toed,4.166
2034,5.837,63.467,three_toed,5.343
2035,7.649,61.766,three_toed,5.324
2036,8.992,62.815,three_toed,5.879
2037,7.903,61.081,three_toed,6.094
2038,8.296,63.226,three_toed,4.898
2039,7.506,60.74,three_toed,5.082
2040,6.884,62.007,three_toed,6.118
2041,7.531,61.926,three_toed,8.1
2042,6.435,61.048,three_toed,5.402
2043,10.089,60.475,three_toed,6.749
2044,7.514,63.249,three_toed,6.286
2045,8.889,59.931,three_toed,5.655
2046,8.984,62.353,three_toed,5.563
2047,6.849,59.064,three_toed,6.32
2048,8.214,60.91,three_toed,4.163
2049,7.085,61.983,three_toed,7.115
2050,7.587,59.495,three_toed,7.239
2051,8.515,60.887,three_toed,7.106
2052,8.705,61.86,three_toed,5.94
2053,8.512,60.922,three_toed,6.093
2054,6.884,61.147,three_toed,6.512
2055,6.957,59.818,three_toed,6.073
2056,6.657,61.813,three_toed,5.888
2057,8.218,59.74,three_toed,6.185
2058,8.016,62.628,three_toed,5.632
2059,6.503,62.455,three_toed,5.995
2060,8.298,61.919,three_toed,7.34
2061,6.761,62.306,three_toed,5.535
2062,7.144,60.358,three_toed,7.071
2063,6.544,60.367,three_toed,4.881
2064,9.006,61.08,three_toed,7.244
2065,6.445,60.66,three_toed,6.678
2066,8.649,60.329,three_toed,6.296
2067,6.878,61.718,three_toed,5.779
2068,6.726,60.372,three_toed,5.291
2069,8.389,61.23,three_toed,6.626
2070,5.768,60.699,three_toed,3.535
2071,8.644,59.487,three_toed,6.029
2072,6.461,62.772,three_toed,7.437
2073,5.919,62.068,three_toed,5.9
2074,7.085,61.295,three_toed,5.273
2075,8.008,61.267,three_toed,5.814
2076,7.352,60.951,three_toed,6.477
2077,7.143,59.621,three_toed,5.677
2078,7.352,60.918,three_toed,5.555
2079,8.434,58.774,three_toed,6.229
2080,6.446,61.061,three_toed,5.887
2081,8.433,60.47,three_toed,4.948
2082,6.174,62.045,three_toed,6.251
2083,8.103,60.894,three_toed,5.581
2084,6.533,62.356,three_toed,5.462
2085,6.582,60.938,three_toed,7.152
2086,7.406,60.567,three_toed,4.954
2087,7.354,61.935,three_toed,6
2088,6.417,61.436,three_toed,6.092
2089,7.639,60.982,three_toed,5.537
2090,7.929,60.668,three_toed,5.749
2091,7.419,60.259,three_toed,3.251
2092,6.987,62.212,three_toed,5.149
2093,7.333,60.31,three_toed,4.427
2094,5.949,59.556,three_toed,4.409
2095,6.869,62.702,three_toed,5.861
2096,6.832,60.967,three_toed,6.664
2097,9.614,61.467,three_toed,5.804
2098,7.941,60.747,three_toed,5.166
2099,5.171,62.532,three_toed,5.758
2100,7.887,61.755,three_toed,6.336
2101,7.04,59.974,three_toed,5.598
2102,7.504,61.512,three_toed,5.706
2103,6.515,60.107,three_toed,4.196
2104,5.921,62.114,three_toed,6.097
2105,7.387,60.485,three_toed,4.128
2106,9.002,59.965,three_toed,4.931
2107,7.22,62.046,three_toed,5.857
2108,5.503,60.958,three_toed,6.387
2109,5.333,63.138,three_toed,5.804
2110,8.215,59.548,three_toed,5.257
2111,7.999,61.568,three_toed,4.567
2112,6.214,61.736,three_toed,7.172
2113,4.547,60.318,three_toed,5.143
2114,8.057,61.229,three_toed,5.807
2115,7.904,60.726,three_toed,5.164
2116,5.198,59.477,three_toed,5.343
2117,6.854,62.144,three_toed,7.037
2118,7.299,61.049,three_toed,5.136
2119,5.986,61.528,three_toed,5.932
2120,7.995,62.01,three_toed,5.836
2121,7.909,61.925,three_toed,5.833
2122,7.728,59.818,three_toed,5.665
2123,7.452,60.366,three_toed,5.367
2124,7.019,60.039,three_toed,7.129
2125,9.578,61.061,three_toed,5.69
2126,6.991,60.962,three_toed,6.311
2127,6.649,60.015,three_toed,7.908
2128,6.911,62.684,three_toed,6.164
2129,7.373,60.412,three_toed,5.346
2130,6.499,61.35,three_toed,7.378
2131,9.071,61.179,three_toed,5.515
2132,7.1,61.431,three_toed,5.318
2133,6.626,62.648,three_toed,5.977
2134,8.152,60.181,three_toed,5.259
2135,7.739,61.747,three_toed,6.715
2136,7.558,60.49,three_toed,5.774
2137,7.809,60.09,three_toed,4.049
2138,7.566,61.39,three_toed,5.792
2139,7.808,60.399,three_toed,4.991
2140,7.062,61.232,three_toed,6.089
2141,5.927,62.249,three_toed,6.158
2142,7.861,58.885,three_toed,6.487
2143,7.564,61.866,three_toed,5.535
2144,6.708,60.529,three_toed,6.436
